pokemonId,type,type2,baseAttack,baseDefense,baseStamina,pokedexHeightM,pokedexWeightKg,candyToEvolve,kmBuddyDistance,thirdMoveStardustToUnlock,thirdMoveCandyToUnlock,shadowPurificationStardustNeeded,shadowPurificationCandyNeeded,quickMoves,cinematicMoves,eliteQuickMove,eliteCinematicMove,megaId,megaAttack,megaDefense,megaStamina,megaHeightM,megaWeightKg,megaType1,megaType2,pokedexNumber,form
SILVALLY,PSYCHIC,,198.0,198.0,216.0,2.3,100.5,,20.0,100000.0,100.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST', 'BITE_FAST']","['TRI_ATTACK', 'IRON_HEAD', 'AERIAL_ACE', 'X_SCISSOR']",,,,,,,,,,,0773,POKEMON_SILVALLY_PSYCHIC
SILVALLY,ROCK,,198.0,198.0,216.0,2.3,100.5,,20.0,100000.0,100.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST', 'BITE_FAST']","['TRI_ATTACK', 'IRON_HEAD', 'AERIAL_ACE', 'X_SCISSOR']",,,,,,,,,,,0773,POKEMON_SILVALLY_ROCK
SILVALLY,STEEL,,198.0,198.0,216.0,2.3,100.5,,20.0,100000.0,100.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST', 'BITE_FAST']","['TRI_ATTACK', 'IRON_HEAD', 'AERIAL_ACE', 'X_SCISSOR']",,,,,,,,,,,0773,POKEMON_SILVALLY_STEEL
SILVALLY,WATER,,198.0,198.0,216.0,2.3,100.5,,20.0,100000.0,100.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST', 'BITE_FAST']","['TRI_ATTACK', 'IRON_HEAD', 'AERIAL_ACE', 'X_SCISSOR']",,,,,,,,,,,0773,POKEMON_SILVALLY_WATER
MINIOR,ROCK,FLYING,116.0,194.0,155.0,0.3,40.0,,3.0,50000.0,50.0,,,"['ROLLOUT_FAST', 'TAKE_DOWN_FAST']","['POWER_GEM', 'ANCIENT_POWER', 'ACROBATICS']",,,,,,,,,,,0774,POKEMON_MINIOR
KOMALA,NORMAL,,216.0,165.0,163.0,0.4,19.9,,3.0,50000.0,50.0,,,"['ROLLOUT_FAST', 'YAWN_FAST']","['PLAY_ROUGH', 'BULLDOZE', 'PAYBACK']",,,,,,,,,,,0775,POKEMON_KOMALA
TURTONATOR,FIRE,DRAGON,165.0,215.0,155.0,2.0,212.0,,5.0,75000.0,75.0,,,"['EMBER_FAST', 'FIRE_SPIN_FAST', 'INCINERATE_FAST']","['OVERHEAT', 'FLAMETHROWER', 'DRAGON_PULSE', 'FLASH_CANNON']",,,,,,,,,,,0776,POKEMON_TURTONATOR
TOGEDEMARU,ELECTRIC,STEEL,190.0,145.0,163.0,0.3,3.3,,3.0,50000.0,50.0,,,"['THUNDER_SHOCK_FAST', 'SPARK_FAST']","['FELL_STINGER', 'WILD_CHARGE', 'GYRO_BALL']",,,,,,,,,,,0777,POKEMON_TOGEDEMARU
MIMIKYU,GHOST,FAIRY,177.0,199.0,146.0,0.2,0.7,,5.0,50000.0,50.0,,,"['SHADOW_CLAW_FAST', 'CHARM_FAST']","['SHADOW_SNEAK', 'PLAY_ROUGH', 'SHADOW_BALL']",,,,,,,,,,,0778,POKEMON_MIMIKYU
BRUXISH,WATER,PSYCHIC,208.0,145.0,169.0,0.9,19.0,,3.0,50000.0,50.0,,,"['WATER_GUN_FAST', 'CONFUSION_FAST', 'BITE_FAST']","['PSYCHIC_FANGS', 'AQUA_TAIL', 'CRUNCH']",,,,,,,,,,,0779,POKEMON_BRUXISH
DRAMPA,NORMAL,DRAGON,231.0,164.0,186.0,3.0,185.0,,5.0,75000.0,75.0,,,"['DRAGON_BREATH_FAST', 'EXTRASENSORY_FAST']","['OUTRAGE', 'DRAGON_PULSE', 'FLY']",,,,,,,,,,,0780,POKEMON_DRAMPA
DHELMISE,GHOST,GRASS,233.0,179.0,172.0,3.9,210.0,,5.0,50000.0,50.0,,,"['ASTONISH_FAST', 'SHADOW_CLAW_FAST']","['POWER_WHIP', 'SHADOW_BALL', 'HEAVY_SLAM']",,,,,,,,,,,0781,POKEMON_DHELMISE
JANGMO_O,DRAGON,,102.0,108.0,128.0,0.6,29.7,,5.0,75000.0,75.0,,,"['TACKLE_FAST', 'DRAGON_TAIL_FAST']","['DRAGON_CLAW', 'BRICK_BREAK', 'DRAGON_PULSE']",,,,,,,,,,,0782,POKEMON_JANGMO_O
HAKAMO_O,DRAGON,FIGHTING,145.0,162.0,146.0,1.2,47.0,,5.0,75000.0,75.0,,,"['TACKLE_FAST', 'DRAGON_TAIL_FAST']","['DRAGON_CLAW', 'BRICK_BREAK', 'DRAGON_PULSE']",,,,,,,,,,,0783,POKEMON_HAKAMO_O
KOMMO_O,DRAGON,FIGHTING,222.0,240.0,181.0,1.6,78.2,,5.0,75000.0,75.0,,,"['POISON_JAB_FAST', 'DRAGON_TAIL_FAST']","['DRAGON_CLAW', 'CLOSE_COMBAT', 'FLAMETHROWER', 'BOOMBURST', 'BRICK_BREAK']",,,,,,,,,,,0784,POKEMON_KOMMO_O
TAPU_KOKO,ELECTRIC,FAIRY,250.0,181.0,172.0,1.8,20.5,,20.0,100000.0,100.0,,,"['VOLT_SWITCH_FAST', 'QUICK_ATTACK_FAST']","['THUNDERBOLT', 'DAZZLING_GLEAM', 'BRAVE_BIRD', 'THUNDER']",,['NATURES_MADNESS'],,,,,,,,,0785,POKEMON_TAPU_KOKO
TAPU_LELE,PSYCHIC,FAIRY,259.0,208.0,172.0,1.2,18.6,,20.0,100000.0,100.0,,,"['CONFUSION_FAST', 'ASTONISH_FAST']","['PSYSHOCK', 'MOONBLAST', 'FOCUS_BLAST', 'FUTURESIGHT', 'DRAINING_KISS']",,['NATURES_MADNESS'],,,,,,,,,0786,POKEMON_TAPU_LELE
TAPU_BULU,GRASS,FAIRY,249.0,215.0,172.0,1.9,45.5,,20.0,100000.0,100.0,,,"['BULLET_SEED_FAST', 'ROCK_SMASH_FAST']","['GRASS_KNOT', 'DAZZLING_GLEAM', 'MEGAHORN', 'SOLAR_BEAM']",,['NATURES_MADNESS'],,,,,,,,,0787,POKEMON_TAPU_BULU
TAPU_FINI,WATER,FAIRY,189.0,254.0,172.0,1.3,21.2,,20.0,100000.0,100.0,,,"['WATER_GUN_FAST', 'HIDDEN_POWER_FAST']","['SURF', 'MOONBLAST', 'ICE_BEAM', 'HYDRO_PUMP']",,['NATURES_MADNESS'],,,,,,,,,0788,POKEMON_TAPU_FINI
COSMOG,PSYCHIC,,54.0,57.0,125.0,0.2,0.1,,20.0,100000.0,100.0,,,['SPLASH_FAST'],['STRUGGLE'],,,,,,,,,,,0789,POKEMON_COSMOG
COSMOEM,PSYCHIC,,54.0,242.0,125.0,0.1,999.9,,20.0,100000.0,100.0,,,['SPLASH_FAST'],['STRUGGLE'],,,,,,,,,,,0790,POKEMON_COSMOEM
SOLGALEO,PSYCHIC,STEEL,255.0,191.0,264.0,3.4,230.0,,20.0,100000.0,100.0,,,"['ZEN_HEADBUTT_FAST', 'FIRE_SPIN_FAST']","['IRON_HEAD', 'PSYCHIC_FANGS', 'SOLAR_BEAM', 'FLAMETHROWER']",,,,,,,,,,,0791,POKEMON_SOLGALEO
LUNALA,PSYCHIC,GHOST,255.0,191.0,264.0,4.0,120.0,,20.0,100000.0,100.0,,,"['CONFUSION_FAST', 'AIR_SLASH_FAST']","['SHADOW_BALL', 'PSYCHIC', 'MOONBLAST', 'FUTURESIGHT']",,,,,,,,,,,0792,POKEMON_LUNALA
NIHILEGO,ROCK,POISON,249.0,210.0,240.0,1.2,55.5,,20.0,100000.0,100.0,,,"['ACID_FAST', 'POUND_FAST', 'POISON_JAB_FAST']","['POWER_GEM', 'GUNK_SHOT', 'SLUDGE_BOMB', 'ROCK_SLIDE']",,,,,,,,,,,0793,POKEMON_NIHILEGO
BUZZWOLE,BUG,FIGHTING,236.0,196.0,216.0,2.4,333.6,,20.0,100000.0,100.0,,,"['COUNTER_FAST', 'POISON_JAB_FAST']","['POWER_UP_PUNCH', 'FELL_STINGER', 'LUNGE', 'SUPER_POWER']",,,,,,,,,,,0794,POKEMON_BUZZWOLE
PHEROMOSA,BUG,FIGHTING,316.0,85.0,174.0,1.8,25.0,,20.0,100000.0,100.0,,,"['BUG_BITE_FAST', 'LOW_KICK_FAST']","['FOCUS_BLAST', 'BUG_BUZZ', 'LUNGE', 'CLOSE_COMBAT']",,,,,,,,,,,0795,POKEMON_PHEROMOSA
XURKITREE,ELECTRIC,,330.0,144.0,195.0,3.8,100.0,,20.0,100000.0,100.0,,,"['THUNDER_SHOCK_FAST', 'SPARK_FAST']","['DISCHARGE', 'THUNDER', 'POWER_WHIP', 'DAZZLING_GLEAM']",,,,,,,,,,,0796,POKEMON_XURKITREE
CELESTEELA,STEEL,FLYING,207.0,199.0,219.0,9.2,999.9,,20.0,100000.0,100.0,,,"['AIR_SLASH_FAST', 'SMACK_DOWN_FAST']","['IRON_HEAD', 'BODY_SLAM', 'HEAVY_SLAM', 'BULLDOZE']",,,,,,,,,,,0797,POKEMON_CELESTEELA
KARTANA,GRASS,STEEL,323.0,182.0,139.0,0.3,0.1,,20.0,100000.0,100.0,,,"['AIR_SLASH_FAST', 'RAZOR_LEAF_FAST']","['LEAF_BLADE', 'X_SCISSOR', 'NIGHT_SLASH', 'AERIAL_ACE']",,,,,,,,,,,0798,POKEMON_KARTANA
GUZZLORD,DARK,DRAGON,188.0,99.0,440.0,5.5,888.0,,20.0,100000.0,100.0,,,"['SNARL_FAST', 'DRAGON_TAIL_FAST']","['BRUTAL_SWING', 'DRAGON_CLAW', 'CRUNCH', 'SLUDGE_BOMB']",,,,,,,,,,,0799,POKEMON_GUZZLORD
NECROZMA,PSYCHIC,,251.0,195.0,219.0,2.4,230.0,,20.0,100000.0,100.0,,,"['METAL_CLAW_FAST', 'PSYCHO_CUT_FAST', 'SHADOW_CLAW_FAST']","['DARK_PULSE', 'FUTURESIGHT', 'IRON_HEAD', 'OUTRAGE']",,,,,,,,,,,0800,POKEMON_NECROZMA
NECROZMA,PSYCHIC,GHOST,277.0,220.0,200.0,4.2,350.0,,20.0,100000.0,100.0,,,"['METAL_CLAW_FAST', 'PSYCHO_CUT_FAST', 'SHADOW_CLAW_FAST']","['DARK_PULSE', 'FUTURESIGHT', 'IRON_HEAD', 'OUTRAGE']",,,,,,,,,,,0800,POKEMON_NECROZMA_DAWN_WINGS
NECROZMA,PSYCHIC,STEEL,277.0,220.0,200.0,3.8,460.0,,20.0,100000.0,100.0,,,"['METAL_CLAW_FAST', 'PSYCHO_CUT_FAST', 'SHADOW_CLAW_FAST']","['DARK_PULSE', 'FUTURESIGHT', 'IRON_HEAD', 'OUTRAGE']",,,,,,,,,,,0800,POKEMON_NECROZMA_DUSK_MANE
NECROZMA,PSYCHIC,DRAGON,337.0,196.0,200.0,7.5,230.0,,20.0,100000.0,100.0,,,['SPLASH_FAST'],['STRUGGLE'],,,,,,,,,,,0800,POKEMON_NECROZMA_ULTRA
MAGEARNA,STEEL,FAIRY,246.0,225.0,190.0,1.0,80.5,,20.0,100000.0,100.0,,,['SPLASH_FAST'],['STRUGGLE'],,,,,,,,,,,0801,POKEMON_MAGEARNA
MARSHADOW,FIGHTING,GHOST,265.0,190.0,207.0,0.7,22.2,,20.0,100000.0,100.0,,,"['SUCKER_PUNCH_FAST', 'COUNTER_FAST', 'POISON_JAB_FAST']","['CLOSE_COMBAT', 'FIRE_PUNCH', 'THUNDER_PUNCH', 'ICE_PUNCH', 'ROCK_SLIDE']",,,,,,,,,,,0802,POKEMON_MARSHADOW
POIPOLE,POISON,,145.0,133.0,167.0,0.6,1.8,,20.0,100000.0,100.0,,,"['POISON_JAB_FAST', 'PECK_FAST']","['SLUDGE_BOMB', 'SLUDGE_WAVE', 'FELL_STINGER']",,,,,,,,,,,0803,POKEMON_POIPOLE
NAGANADEL,POISON,DRAGON,263.0,159.0,177.0,3.6,150.0,,20.0,100000.0,100.0,,,"['POISON_JAB_FAST', 'AIR_SLASH_FAST']","['SLUDGE_BOMB', 'ACROBATICS', 'FELL_STINGER', 'DRAGON_PULSE', 'DRAGON_CLAW']",,,,,,,,,,,0804,POKEMON_NAGANADEL
STAKATAKA,ROCK,STEEL,213.0,298.0,156.0,5.5,820.0,,20.0,100000.0,100.0,,,"['ROCK_THROW_FAST', 'TAKE_DOWN_FAST']","['FLASH_CANNON', 'STONE_EDGE', 'BULLDOZE']",,,,,,,,,,,0805,POKEMON_STAKATAKA
BLACEPHALON,FIRE,GHOST,315.0,148.0,142.0,1.8,13.0,,20.0,100000.0,100.0,,,"['INCINERATE_FAST', 'ASTONISH_FAST']","['MYSTICAL_FIRE', 'SHADOW_BALL', 'OVERHEAT']",,,,,,,,,,,0806,POKEMON_BLACEPHALON
ZERAORA,ELECTRIC,,252.0,177.0,204.0,1.5,44.5,,20.0,100000.0,100.0,,,"['SPARK_FAST', 'VOLT_SWITCH_FAST']","['THUNDER_PUNCH', 'DISCHARGE', 'WILD_CHARGE']",,,,,,,,,,,0807,POKEMON_ZERAORA
MELTAN,STEEL,,118.0,99.0,130.0,0.2,8.0,25.0,20.0,100000.0,100.0,,,['THUNDER_SHOCK_FAST'],"['FLASH_CANNON', 'THUNDERBOLT']",,,,,,,,,,,0808,POKEMON_MELTAN
MELMETAL,STEEL,,226.0,190.0,264.0,2.5,800.0,25.0,20.0,100000.0,100.0,,,['THUNDER_SHOCK_FAST'],"['FLASH_CANNON', 'THUNDERBOLT', 'HYPER_BEAM', 'ROCK_SLIDE', 'SUPER_POWER']",,['DOUBLE_IRON_BASH'],,,,,,,,,0809,POKEMON_MELMETAL
GROOKEY,GRASS,,122.0,91.0,137.0,0.3,5.0,,3.0,10000.0,25.0,,,"['SCRATCH_FAST', 'RAZOR_LEAF_FAST']","['ENERGY_BALL', 'GRASS_KNOT']",,,,,,,,,,,0810,POKEMON_GROOKEY
THWACKEY,GRASS,,165.0,134.0,172.0,0.7,14.0,,3.0,10000.0,25.0,,,"['SCRATCH_FAST', 'RAZOR_LEAF_FAST']","['ENERGY_BALL', 'GRASS_KNOT']",,,,,,,,,,,0811,POKEMON_THWACKEY
RILLABOOM,GRASS,,239.0,168.0,225.0,2.1,90.0,,3.0,10000.0,25.0,,,"['SCRATCH_FAST', 'RAZOR_LEAF_FAST']","['ENERGY_BALL', 'GRASS_KNOT', 'EARTH_POWER']",,,,,,,,,,,0812,POKEMON_RILLABOOM
SCORBUNNY,FIRE,,132.0,79.0,137.0,0.3,4.5,,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'FIRE_SPIN_FAST']","['FLAME_CHARGE', 'FLAMETHROWER']",,,,,,,,,,,0813,POKEMON_SCORBUNNY
RABOOT,FIRE,,170.0,125.0,163.0,0.6,9.0,,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'FIRE_SPIN_FAST']","['FLAME_CHARGE', 'FLAMETHROWER']",,,,,,,,,,,0814,POKEMON_RABOOT
CINDERACE,FIRE,,238.0,163.0,190.0,1.4,33.0,,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'FIRE_SPIN_FAST']","['FLAME_CHARGE', 'FLAMETHROWER', 'FOCUS_BLAST']",,,,,,,,,,,0815,POKEMON_CINDERACE
SOBBLE,WATER,,132.0,79.0,137.0,0.3,4.0,,3.0,10000.0,25.0,,,"['POUND_FAST', 'WATER_GUN_FAST']","['WATER_PULSE', 'SURF']",,,,,,,,,,,0816,POKEMON_SOBBLE
DRIZZILE,WATER,,186.0,113.0,163.0,0.7,11.5,,3.0,10000.0,25.0,,,"['POUND_FAST', 'WATER_GUN_FAST']","['WATER_PULSE', 'SURF']",,,,,,,,,,,0817,POKEMON_DRIZZILE
INTELEON,WATER,,262.0,142.0,172.0,1.9,45.2,,3.0,10000.0,25.0,,,"['POUND_FAST', 'WATER_GUN_FAST']","['WATER_PULSE', 'SURF', 'SHADOW_BALL']",,,,,,,,,,,0818,POKEMON_INTELEON
SKWOVET,NORMAL,,95.0,86.0,172.0,0.3,2.5,,1.0,10000.0,25.0,,,"['TACKLE_FAST', 'BITE_FAST', 'BULLET_SEED_FAST']","['BODY_SLAM', 'CRUNCH', 'TRAILBLAZE']",,,,,,,,,,,0819,POKEMON_SKWOVET
GREEDENT,NORMAL,,160.0,156.0,260.0,0.6,6.0,,1.0,10000.0,25.0,,,"['TACKLE_FAST', 'BITE_FAST', 'BULLET_SEED_FAST', 'MUD_SHOT_FAST']","['BODY_SLAM', 'CRUNCH', 'TRAILBLAZE']",,,,,,,,,,,0820,POKEMON_GREEDENT
ROOKIDEE,FLYING,,88.0,67.0,116.0,0.2,1.8,,1.0,10000.0,25.0,,,"['PECK_FAST', 'AIR_SLASH_FAST']","['DRILL_PECK', 'BRAVE_BIRD']",,,,,,,,,,,0821,POKEMON_ROOKIDEE
CORVISQUIRE,FLYING,,129.0,110.0,169.0,0.8,16.0,,1.0,10000.0,25.0,,,"['PECK_FAST', 'AIR_SLASH_FAST']","['DRILL_PECK', 'BRAVE_BIRD']",,,,,,,,,,,0822,POKEMON_CORVISQUIRE
CORVIKNIGHT,FLYING,STEEL,163.0,192.0,221.0,2.2,75.0,,1.0,10000.0,25.0,,,"['STEEL_WING_FAST', 'AIR_SLASH_FAST']","['DRILL_PECK', 'BRAVE_BIRD', 'IRON_HEAD']",,,,,,,,,,,0823,POKEMON_CORVIKNIGHT
BLIPBUG,BUG,,46.0,67.0,93.0,0.4,8.0,,1.0,10000.0,25.0,,,['STRUGGLE_BUG_FAST'],['STRUGGLE'],,,,,,,,,,,0824,POKEMON_BLIPBUG
DOTTLER,BUG,PSYCHIC,87.0,157.0,137.0,0.4,19.5,,1.0,10000.0,25.0,,,"['STRUGGLE_BUG_FAST', 'CONFUSION_FAST']","['BUG_BUZZ', 'PSYCHIC']",,,,,,,,,,,0825,POKEMON_DOTTLER
ORBEETLE,BUG,PSYCHIC,156.0,240.0,155.0,0.4,40.8,,1.0,10000.0,25.0,,,"['STRUGGLE_BUG_FAST', 'CONFUSION_FAST']","['BUG_BUZZ', 'PSYCHIC']",,,,,,,,,,,0826,POKEMON_ORBEETLE
NICKIT,DARK,,85.0,82.0,120.0,0.6,8.9,,1.0,10000.0,25.0,,,"['QUICK_ATTACK_FAST', 'SNARL_FAST']","['NIGHT_SLASH', 'PLAY_ROUGH']",,,,,,,,,,,0827,POKEMON_NICKIT
THIEVUL,DARK,,172.0,164.0,172.0,1.2,19.9,,1.0,10000.0,25.0,,,"['QUICK_ATTACK_FAST', 'SNARL_FAST']","['NIGHT_SLASH', 'PLAY_ROUGH']",,,,,,,,,,,0828,POKEMON_THIEVUL
GOSSIFLEUR,GRASS,,70.0,104.0,120.0,0.4,2.2,,3.0,50000.0,50.0,,,"['RAZOR_LEAF_FAST', 'BULLET_SEED_FAST']","['ENERGY_BALL', 'GRASS_KNOT']",,,,,,,,,,,0829,POKEMON_GOSSIFLEUR
ELDEGOSS,GRASS,,148.0,211.0,155.0,0.5,2.5,,3.0,50000.0,50.0,,,"['RAZOR_LEAF_FAST', 'BULLET_SEED_FAST']","['ENERGY_BALL', 'GRASS_KNOT']",,,,,,,,,,,0830,POKEMON_ELDEGOSS
WOOLOO,NORMAL,,76.0,97.0,123.0,0.6,6.0,,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST']","['WILD_CHARGE', 'PAYBACK', 'STOMP']",,,,,,,,,,,0831,POKEMON_WOOLOO
DUBWOOL,NORMAL,,159.0,198.0,176.0,1.3,43.0,,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST', 'DOUBLE_KICK_FAST']","['WILD_CHARGE', 'PAYBACK', 'BODY_SLAM']",,,,,,,,,,,0832,POKEMON_DUBWOOL
CHEWTLE,WATER,,114.0,85.0,137.0,0.3,8.5,,3.0,50000.0,50.0,,,"['WATER_GUN_FAST', 'BITE_FAST']","['BODY_SLAM', 'SURF']",,,,,,,,,,,0833,POKEMON_CHEWTLE
DREDNAW,WATER,ROCK,213.0,164.0,207.0,1.0,115.5,,3.0,50000.0,50.0,,,"['WATERFALL_FAST', 'BITE_FAST']","['BODY_SLAM', 'SURF', 'ROCK_BLAST']",,,,,,,,,,,0834,POKEMON_DREDNAW
YAMPER,ELECTRIC,,80.0,90.0,153.0,0.3,13.5,,1.0,50000.0,50.0,,,"['SPARK_FAST', 'BITE_FAST']","['CRUNCH', 'THUNDER']",,,,,,,,,,,0835,POKEMON_YAMPER
BOLTUND,ELECTRIC,,197.0,131.0,170.0,1.0,34.0,,1.0,50000.0,50.0,,,"['SPARK_FAST', 'BITE_FAST']","['CRUNCH', 'THUNDER']",,,,,,,,,,,0836,POKEMON_BOLTUND
ROLYCOLY,ROCK,,73.0,91.0,102.0,0.3,12.0,,3.0,10000.0,25.0,,,"['SMACK_DOWN_FAST', 'TACKLE_FAST']","['ROCK_BLAST', 'ROCK_SLIDE']",,,,,,,,,,,0837,POKEMON_ROLYCOLY
CARKOL,ROCK,FIRE,114.0,157.0,190.0,1.1,78.0,,3.0,10000.0,25.0,,,"['SMACK_DOWN_FAST', 'INCINERATE_FAST']","['ROCK_BLAST', 'ROCK_SLIDE', 'FLAME_CHARGE']",,,,,,,,,,,0838,POKEMON_CARKOL
COALOSSAL,ROCK,FIRE,146.0,198.0,242.0,2.8,310.5,,3.0,10000.0,25.0,,,"['SMACK_DOWN_FAST', 'INCINERATE_FAST']","['ROCK_BLAST', 'ROCK_SLIDE', 'FLAME_CHARGE']",,,,,,,,,,,0839,POKEMON_COALOSSAL
APPLIN,GRASS,DRAGON,71.0,116.0,120.0,0.2,0.5,,5.0,75000.0,75.0,,,['ASTONISH_FAST'],['STRUGGLE'],,,,,,,,,,,0840,POKEMON_APPLIN
FLAPPLE,GRASS,DRAGON,214.0,144.0,172.0,0.3,1.0,,5.0,75000.0,75.0,,,"['BULLET_SEED_FAST', 'DRAGON_BREATH_FAST']","['DRAGON_PULSE', 'FLY', 'OUTRAGE', 'SEED_BOMB']",,,,,,,,,,,0841,POKEMON_FLAPPLE
APPLETUN,GRASS,DRAGON,178.0,146.0,242.0,0.4,13.0,,5.0,75000.0,75.0,,,"['BULLET_SEED_FAST', 'ASTONISH_FAST']","['DRAGON_PULSE', 'ENERGY_BALL', 'OUTRAGE', 'SEED_BOMB']",,,,,,,,,,,0842,POKEMON_APPLETUN
SILICOBRA,GROUND,,103.0,123.0,141.0,2.2,7.6,,3.0,50000.0,50.0,,,"['MUD_SLAP_FAST', 'MUD_SHOT_FAST']","['DIG', 'BULLDOZE', 'EARTH_POWER']",,,,,,,,,,,0843,POKEMON_SILICOBRA
SANDACONDA,GROUND,,202.0,207.0,176.0,3.8,65.5,,3.0,50000.0,50.0,,,"['MUD_SLAP_FAST', 'MUD_SHOT_FAST']","['DIG', 'BULLDOZE', 'EARTH_POWER']",,,,,,,,,,,0844,POKEMON_SANDACONDA
CRAMORANT,FLYING,WATER,173.0,163.0,172.0,0.8,18.0,,3.0,50000.0,50.0,,,"['PECK_FAST', 'WATER_GUN_FAST']","['DRILL_PECK', 'FLY', 'HYDRO_PUMP']",,,,,,,,,,,0845,POKEMON_CRAMORANT
ARROKUDA,WATER,,118.0,72.0,121.0,0.5,1.0,,3.0,50000.0,50.0,,,"['WATERFALL_FAST', 'BITE_FAST', 'PECK_FAST']","['CRUNCH', 'AQUA_JET', 'CLOSE_COMBAT']",,,,,,,,,,,0846,POKEMON_ARROKUDA
BARRASKEWDA,WATER,,258.0,127.0,156.0,1.3,30.0,,3.0,50000.0,50.0,,,"['WATERFALL_FAST', 'BITE_FAST', 'PECK_FAST']","['CRUNCH', 'AQUA_JET', 'CLOSE_COMBAT']",,,,,,,,,,,0847,POKEMON_BARRASKEWDA
TOXEL,ELECTRIC,POISON,97.0,65.0,120.0,0.4,11.0,,5.0,75000.0,75.0,,,['ACID_FAST'],['POWER_UP_PUNCH'],,,,,,,,,,,0848,POKEMON_TOXEL
TOXTRICITY,ELECTRIC,POISON,224.0,140.0,181.0,1.6,40.0,,5.0,75000.0,75.0,,,"['ACID_FAST', 'SPARK_FAST', 'POISON_JAB_FAST']","['ACID_SPRAY', 'DISCHARGE', 'WILD_CHARGE', 'POWER_UP_PUNCH']",,,,,,,,,,,0849,POKEMON_TOXTRICITY
SIZZLIPEDE,FIRE,BUG,118.0,90.0,137.0,0.7,1.0,,5.0,75000.0,75.0,,,"['BUG_BITE_FAST', 'EMBER_FAST']","['HEAT_WAVE', 'BUG_BUZZ', 'CRUNCH']",,,,,,,,,,,0850,POKEMON_SIZZLIPEDE
CENTISKORCH,FIRE,BUG,220.0,158.0,225.0,3.0,120.0,,5.0,75000.0,75.0,,,"['BUG_BITE_FAST', 'EMBER_FAST']","['HEAT_WAVE', 'BUG_BUZZ', 'CRUNCH', 'LUNGE']",,,,,,,,,,,0851,POKEMON_CENTISKORCH
CLOBBOPUS,FIGHTING,,121.0,103.0,137.0,0.6,4.0,,3.0,50000.0,50.0,,,['ROCK_SMASH_FAST'],"['BRICK_BREAK', 'SUPER_POWER', 'ICE_PUNCH']",,,,,,,,,,,0852,POKEMON_CLOBBOPUS
GRAPPLOCT,FIGHTING,,209.0,162.0,190.0,1.6,39.0,,3.0,50000.0,50.0,,,"['ROCK_SMASH_FAST', 'WATERFALL_FAST']","['BRICK_BREAK', 'SUPER_POWER', 'ICE_PUNCH', 'SURF']",,,,,,,,,,,0853,POKEMON_GRAPPLOCT
SINISTEA,GHOST,,134.0,96.0,120.0,0.1,0.2,,3.0,50000.0,50.0,,,"['ASTONISH_FAST', 'SUCKER_PUNCH_FAST']","['SHADOW_BALL', 'DARK_PULSE', 'PSYCHIC']",,,,,,,,,,,0854,POKEMON_SINISTEA
POLTEAGEIST,GHOST,,248.0,189.0,155.0,0.2,0.4,,3.0,50000.0,50.0,,,"['ASTONISH_FAST', 'SUCKER_PUNCH_FAST', 'HEX_FAST']","['SHADOW_BALL', 'DARK_PULSE', 'PSYCHIC']",,,,,,,,,,,0855,POKEMON_POLTEAGEIST
HATENNA,PSYCHIC,,98.0,93.0,123.0,0.4,3.4,,5.0,50000.0,50.0,,,"['CONFUSION_FAST', 'CHARM_FAST']","['PSYSHOCK', 'PSYCHIC', 'DAZZLING_GLEAM']",,,,,,,,,,,0856,POKEMON_HATENNA
HATTREM,PSYCHIC,,153.0,133.0,149.0,0.6,4.8,,5.0,50000.0,50.0,,,"['CONFUSION_FAST', 'CHARM_FAST']","['PSYSHOCK', 'PSYCHIC', 'DAZZLING_GLEAM']",,,,,,,,,,,0857,POKEMON_HATTREM
HATTERENE,PSYCHIC,FAIRY,237.0,182.0,149.0,2.1,5.1,,5.0,50000.0,50.0,,,"['CONFUSION_FAST', 'CHARM_FAST', 'PSYCHO_CUT_FAST']","['PSYSHOCK', 'PSYCHIC', 'DAZZLING_GLEAM', 'POWER_WHIP']",,,,,,,,,,,0858,POKEMON_HATTERENE
IMPIDIMP,DARK,FAIRY,103.0,69.0,128.0,0.4,5.5,,5.0,50000.0,50.0,,,"['BITE_FAST', 'SUCKER_PUNCH_FAST']","['FOUL_PLAY', 'DARK_PULSE', 'PLAY_ROUGH']",,,,,,,,,,,0859,POKEMON_IMPIDIMP
MORGREM,DARK,FAIRY,145.0,102.0,163.0,0.8,12.5,,5.0,50000.0,50.0,,,"['BITE_FAST', 'SUCKER_PUNCH_FAST']","['FOUL_PLAY', 'DARK_PULSE', 'PLAY_ROUGH']",,,,,,,,,,,0860,POKEMON_MORGREM
